pedido_data;pedido_documento;pedido_canal;cliente_id;cliente_nome;produto_id;produto_descricao;produto_quantidade;produto_valor_total;produto_valor_custo;subgrupo_id;subgrupo_descricao;vendedor_id;vendedor_nome;moeda_id;moeda_sigla;pedido_tipo
01/11/2025;PED-00155;Varejo;CLI-011;Lambda Suprimentos;PROD-006;Fone Bluetooth;3;1471,50;780,00;SG-01;Eletronicos;VND-003;Carlos Santos;1;R$;VENDAS
26/09/2025;PED-00156;Varejo;CLI-004;Industria Delta SA;PROD-029;Suco de Laranja 1L;6;85,50;42,00;SG-08;Bebidas;VND-002;Maria Oliveira;1;R$;VENDAS
26/09/2025;PED-00156;Varejo;CLI-004;Industria Delta SA;PROD-021;Tenis Esportivo;6;1831,20;930,00;SG-06;Calcados;VND-002;Maria Oliveira;1;R$;VENDAS
26/09/2025;PED-00156;Varejo;CLI-004;Industria Delta SA;PROD-005;Smartphone 128GB;8;17072,00;11200,00;SG-01;Eletronicos;VND-002;Maria Oliveira;1;R$;VENDAS
26/09/2025;PED-00156;Varejo;CLI-004;Industria Delta SA;PROD-031;Refrigerante 2L;8;152,64;72,00;SG-08;Bebidas;VND-002;Maria Oliveira;1;R$;VENDAS
19/12/2025;PED-00157;Atacado;CLI-029;Iota Kappa Ltda;PROD-004;Mouse Sem Fio;1;124,80;65,00;SG-02;Informatica;VND-004;Ana Costa;1;R$;VENDAS
19/12/2025;PED-00157;Atacado;CLI-029;Iota Kappa Ltda;PROD-011;Cafeteira Eletrica;3;873,60;480,00;SG-03;Eletrodomesticos;VND-004;Ana Costa;1;R$;VENDAS
03/12/2025;PED-00158;Atacado;CLI-027;Epsilon Zeta ME;PROD-009;Geladeira Frost Free;4;16264,00;10000,00;SG-03;Eletrodomesticos;VND-003;Carlos Santos;1;R$;VENDAS
17/01/2026;PED-00159;Atacado;CLI-014;Xi Comercio SA;PROD-007;Tablet 10 pol;7;13104,00;7700,00;SG-01;Eletronicos;VND-008;Juliana Mendes;1;R$;VENDAS
01/12/2025;PED-00160;Varejo;CLI-007;Grupo Eta Comercio;PROD-019;Vestido Casual;10;1595,00;680,00;SG-05;Vestuario;VND-007;Ricardo Souza;1;R$;VENDAS
03/02/2026;PED-00161;Atacado;CLI-017;Rho Importacoes;PROD-018;Calca Jeans;6;940,80;480,00;SG-05;Vestuario;VND-004;Ana Costa;1;R$;VENDAS
03/02/2026;PED-00161;Atacado;CLI-017;Rho Importacoes;PROD-024;Bota Couro;6;2721,60;1380,00;SG-06;Calcados;VND-004;Ana Costa;1;R$;VENDAS
17/07/2025;PED-00162;Varejo;CLI-020;Upsilon Atacado;PROD-018;Calca Jeans;10;1696,00;800,00;SG-05;Vestuario;VND-008;Juliana Mendes;1;R$;VENDAS
15/02/2026;PED-00163;Varejo;CLI-003;Comercial Gamma ME;PROD-006;Fone Bluetooth;8;3852,00;2080,00;SG-01;Eletronicos;VND-006;Fernanda Lima;1;R$;VENDAS
15/02/2026;PED-00163;Varejo;CLI-003;Comercial Gamma ME;PROD-027;Azeite Extra Virgem;8;362,88;176,00;SG-07;Alimentos;VND-006;Fernanda Lima;1;R$;VENDAS
02/07/2025;PED-00164;Atacado;CLI-001;Empresa Alpha Ltda;PROD-019;Vestido Casual;10;307,40;136,00;SG-05;Vestuario;VND-001;Joao Silva;2;US$;VENDAS
02/07/2025;PED-00164;Atacado;CLI-001;Empresa Alpha Ltda;PROD-014;Mesa de Jantar;8;2822,40;1760,00;SG-04;Moveis e Decoracao;VND-001;Joao Silva;2;US$;VENDAS
02/07/2025;PED-00164;Atacado;CLI-001;Empresa Alpha Ltda;PROD-022;Sapato Social;1;65,28;35,00;SG-06;Calcados;VND-001;Joao Silva;2;US$;VENDAS
02/07/2025;PED-00164;Atacado;CLI-001;Empresa Alpha Ltda;PROD-021;Tenis Esportivo;9;488,88;279,00;SG-06;Calcados;VND-001;Joao Silva;2;US$;VENDAS
25/03/2026;PED-00165;Atacado;CLI-021;Phi Varejo ME;PROD-020;Jaqueta de Couro;9;426300;232500;SG-05;Vestuario;VND-004;Ana Costa;3;G$;VENDAS
25/03/2026;PED-00165;Atacado;CLI-021;Phi Varejo ME;PROD-026;Feijao Carioca 1kg;1;950;500;SG-07;Alimentos;VND-004;Ana Costa;3;G$;VENDAS
25/03/2026;PED-00165;Atacado;CLI-021;Phi Varejo ME;PROD-018;Calca Jeans;10;141333;66667;SG-05;Vestuario;VND-004;Ana Costa;3;G$;VENDAS
25/03/2026;PED-00165;Atacado;CLI-021;Phi Varejo ME;PROD-005;Smartphone 128GB;4;740667;466667;SG-01;Eletronicos;VND-004;Ana Costa;3;G$;VENDAS
29/10/2025;PED-00166;Varejo;CLI-025;Alpha Beta Ltda;PROD-008;Smart TV 50 pol;9;5472,00;3780,00;SG-01;Eletronicos;VND-001;Joao Silva;2;US$;VENDAS
29/10/2025;PED-00166;Varejo;CLI-025;Alpha Beta Ltda;PROD-005;Smartphone 128GB;9;3880,80;2520,00;SG-01;Eletronicos;VND-001;Joao Silva;2;US$;VENDAS
29/10/2025;PED-00166;Varejo;CLI-025;Alpha Beta Ltda;PROD-001;Notebook Pro 15;1;565,60;380,00;SG-02;Informatica;VND-001;Joao Silva;2;US$;VENDAS
29/10/2025;PED-00166;Varejo;CLI-025;Alpha Beta Ltda;PROD-024;Bota Couro;6;529,20;276,00;SG-06;Calcados;VND-001;Joao Silva;2;US$;VENDAS
17/02/2026;PED-00167;Atacado;CLI-020;Upsilon Atacado;PROD-025;Arroz Integral 5kg;7;40,38;22,40;SG-07;Alimentos;VND-002;Maria Oliveira;2;US$;VENDAS
17/02/2026;PED-00167;Atacado;CLI-020;Upsilon Atacado;PROD-019;Vestido Casual;2;62,64;27,20;SG-05;Vestuario;VND-002;Maria Oliveira;2;US$;VENDAS
17/02/2026;PED-00167;Atacado;CLI-020;Upsilon Atacado;PROD-022;Sapato Social;2;122,88;70,00;SG-06;Calcados;VND-002;Maria Oliveira;2;US$;VENDAS
19/12/2025;PED-00168;Varejo;CLI-001;Empresa Alpha Ltda;PROD-022;Sapato Social;5;1648,00;875,00;SG-06;Calcados;VND-006;Fernanda Lima;1;R$;VENDAS
19/12/2025;PED-00168;Varejo;CLI-001;Empresa Alpha Ltda;PROD-022;Sapato Social;2;652,80;350,00;SG-06;Calcados;VND-006;Fernanda Lima;1;R$;VENDAS
19/12/2025;PED-00168;Varejo;CLI-001;Empresa Alpha Ltda;PROD-011;Cafeteira Eletrica;7;1862,00;1120,00;SG-03;Eletrodomesticos;VND-006;Fernanda Lima;1;R$;VENDAS
04/07/2025;PED-00169;Varejo;CLI-006;Varejo Zeta ME;PROD-022;Sapato Social;2;135,68;70,00;SG-06;Calcados;VND-003;Carlos Santos;2;US$;VENDAS
05/01/2026;PED-00170;Atacado;CLI-029;Iota Kappa Ltda;PROD-017;Camiseta Polo;7;604,31;294,00;SG-05;Vestuario;VND-002;Maria Oliveira;1;R$;VENDAS
05/01/2026;PED-00170;Atacado;CLI-029;Iota Kappa Ltda;PROD-010;Micro-ondas 30L;7;4902,80;2940,00;SG-03;Eletrodomesticos;VND-002;Maria Oliveira;1;R$;VENDAS
05/01/2026;PED-00170;Atacado;CLI-029;Iota Kappa Ltda;PROD-021;Tenis Esportivo;3;831,60;465,00;SG-06;Calcados;VND-002;Maria Oliveira;1;R$;VENDAS
07/09/2025;PED-00171;Atacado;CLI-012;Mu Atacadista;PROD-022;Sapato Social;8;202667;116667;SG-06;Calcados;VND-005;Pedro Alves;3;G$;VENDAS
07/09/2025;PED-00171;Atacado;CLI-012;Mu Atacadista;PROD-025;Arroz Integral 5kg;8;19973;10667;SG-07;Alimentos;VND-005;Pedro Alves;3;G$;VENDAS
07/09/2025;PED-00171;Atacado;CLI-012;Mu Atacadista;PROD-024;Bota Couro;4;135800;76667;SG-06;Calcados;VND-005;Pedro Alves;3;G$;VENDAS
07/10/2025;PED-00172;Atacado;CLI-017;Rho Importacoes;PROD-028;Macarrao Espaguete;4;31,04;16,00;SG-07;Alimentos;VND-001;Joao Silva;1;R$;VENDAS
07/10/2025;PED-00172;Atacado;CLI-017;Rho Importacoes;PROD-031;Refrigerante 2L;10;180,00;90,00;SG-08;Bebidas;VND-001;Joao Silva;1;R$;VENDAS
07/10/2025;PED-00172;Atacado;CLI-017;Rho Importacoes;PROD-026;Feijao Carioca 1kg;9;111,24;54,00;SG-07;Alimentos;VND-001;Joao Silva;1;R$;VENDAS
19/06/2025;PED-00173;Varejo;CLI-015;Omicron Atacado;PROD-004;Mouse Sem Fio;10;1164,00;650,00;SG-02;Informatica;VND-003;Carlos Santos;1;R$;VENDAS
24/11/2025;PED-00174;Atacado;CLI-025;Alpha Beta Ltda;PROD-022;Sapato Social;4;115200;58333;SG-06;Calcados;VND-004;Ana Costa;3;G$;VENDAS
24/11/2025;PED-00174;Atacado;CLI-025;Alpha Beta Ltda;PROD-002;Monitor 27 pol;9;927000;562500;SG-02;Informatica;VND-004;Ana Costa;3;G$;VENDAS
19/12/2025;PED-00175;Varejo;CLI-014;Xi Comercio SA;PROD-005;Smartphone 128GB;1;2398,00;1400,00;SG-01;Eletronicos;VND-003;Carlos Santos;1;R$;VENDAS
19/12/2025;PED-00175;Varejo;CLI-014;Xi Comercio SA;PROD-017;Camiseta Polo;3;288,36;126,00;SG-05;Vestuario;VND-003;Carlos Santos;1;R$;VENDAS
03/02/2026;PED-00176;Varejo;CLI-007;Grupo Eta Comercio;PROD-023;Sandalia Feminina;5;174,60;90,00;SG-06;Calcados;VND-005;Pedro Alves;2;US$;VENDAS
04/12/2025;PED-00177;Varejo;CLI-024;Omega Comercio;PROD-026;Feijao Carioca 1kg;3;36,00;18,00;SG-07;Alimentos;VND-001;Joao Silva;1;R$;VENDAS
04/12/2025;PED-00177;Varejo;CLI-024;Omega Comercio;PROD-009;Geladeira Frost Free;2;8056,00;5000,00;SG-03;Eletrodomesticos;VND-001;Joao Silva;1;R$;VENDAS
04/12/2025;PED-00177;Varejo;CLI-024;Omega Comercio;PROD-022;Sapato Social;3;912,00;525,00;SG-06;Calcados;VND-001;Joao Silva;1;R$;VENDAS
04/12/2025;PED-00177;Varejo;CLI-024;Omega Comercio;PROD-006;Fone Bluetooth;8;3600,00;2080,00;SG-01;Eletronicos;VND-001;Joao Silva;1;R$;VENDAS
08/02/2026;PED-00178;Atacado;CLI-006;Varejo Zeta ME;PROD-028;Macarrao Espaguete;4;6,72;3,20;SG-07;Alimentos;VND-005;Pedro Alves;2;US$;VENDAS
19/09/2025;PED-00179;Varejo;CLI-013;Nu Varejo Ltda;PROD-003;Teclado Mecanico;5;1843,00;1050,00;SG-02;Informatica;VND-004;Ana Costa;1;R$;VENDAS
19/09/2025;PED-00179;Varejo;CLI-013;Nu Varejo Ltda;PROD-013;Sofa 3 Lugares;10;23760,00;15000,00;SG-04;Moveis e Decoracao;VND-004;Ana Costa;1;R$;VENDAS
19/09/2025;PED-00179;Varejo;CLI-013;Nu Varejo Ltda;PROD-015;Estante Modular;8;8132,00;4640,00;SG-04;Moveis e Decoracao;VND-004;Ana Costa;1;R$;VENDAS
13/12/2025;PED-00180;Varejo;CLI-008;Theta Importacoes;PROD-016;Poltrona Conforto;10;11760,00;7200,00;SG-04;Moveis e Decoracao;VND-003;Carlos Santos;1;R$;VENDAS
13/09/2025;PED-00181;Varejo;CLI-020;Upsilon Atacado;PROD-017;Camiseta Polo;1;90,78;42,00;SG-05;Vestuario;VND-003;Carlos Santos;1;R$;VENDAS
13/09/2025;PED-00181;Varejo;CLI-020;Upsilon Atacado;PROD-021;Tenis Esportivo;7;1940,40;1085,00;SG-06;Calcados;VND-003;Carlos Santos;1;R$;VENDAS
13/09/2025;PED-00181;Varejo;CLI-020;Upsilon Atacado;PROD-020;Jaqueta de Couro;10;5626,00;3100,00;SG-05;Vestuario;VND-003;Carlos Santos;1;R$;VENDAS
13/09/2025;PED-00181;Varejo;CLI-020;Upsilon Atacado;PROD-023;Sandalia Feminina;8;1526,40;720,00;SG-06;Calcados;VND-003;Carlos Santos;1;R$;VENDAS
20/02/2026;PED-00182;Varejo;CLI-023;Psi Suprimentos;PROD-005;Smartphone 128GB;9;19800,00;12600,00;SG-01;Eletronicos;VND-003;Carlos Santos;1;R$;VENDAS
20/02/2026;PED-00182;Varejo;CLI-023;Psi Suprimentos;PROD-013;Sofa 3 Lugares;10;23280,00;15000,00;SG-04;Moveis e Decoracao;VND-003;Carlos Santos;1;R$;VENDAS
20/02/2026;PED-00182;Varejo;CLI-023;Psi Suprimentos;PROD-023;Sandalia Feminina;9;1782,00;810,00;SG-06;Calcados;VND-003;Carlos Santos;1;R$;VENDAS
13/10/2025;PED-00183;Atacado;CLI-007;Grupo Eta Comercio;PROD-018;Calca Jeans;10;1680,00;800,00;SG-05;Vestuario;VND-006;Fernanda Lima;1;R$;VENDAS
13/10/2025;PED-00183;Atacado;CLI-007;Grupo Eta Comercio;PROD-029;Suco de Laranja 1L;3;42,75;21,00;SG-08;Bebidas;VND-006;Fernanda Lima;1;R$;VENDAS
13/10/2025;PED-00183;Atacado;CLI-007;Grupo Eta Comercio;PROD-009;Geladeira Frost Free;10;38000,00;25000,00;SG-03;Eletrodomesticos;VND-006;Fernanda Lima;1;R$;VENDAS
08/03/2026;PED-00184;Atacado;CLI-023;Psi Suprimentos;PROD-026;Feijao Carioca 1kg;7;6860;3500;SG-07;Alimentos;VND-006;Fernanda Lima;3;G$;VENDAS
08/03/2026;PED-00184;Atacado;CLI-023;Psi Suprimentos;PROD-025;Arroz Integral 5kg;2;4667;2667;SG-07;Alimentos;VND-006;Fernanda Lima;3;G$;VENDAS
08/03/2026;PED-00184;Atacado;CLI-023;Psi Suprimentos;PROD-027;Azeite Extra Virgem;9;34335;16500;SG-07;Alimentos;VND-006;Fernanda Lima;3;G$;VENDAS
08/03/2026;PED-00184;Atacado;CLI-023;Psi Suprimentos;PROD-010;Micro-ondas 30L;7;388733;245000;SG-03;Eletrodomesticos;VND-006;Fernanda Lima;3;G$;VENDAS
04/01/2026;PED-00185;Varejo;CLI-009;Iota Distribuicoes;PROD-011;Cafeteira Eletrica;6;369,60;192,00;SG-03;Eletrodomesticos;VND-005;Pedro Alves;2;US$;VENDAS
04/02/2026;PED-00186;Varejo;CLI-009;Iota Distribuicoes;PROD-006;Fone Bluetooth;2;76500;43333;SG-01;Eletronicos;VND-006;Fernanda Lima;3;G$;VENDAS
04/02/2026;PED-00186;Varejo;CLI-009;Iota Distribuicoes;PROD-008;Smart TV 50 pol;3;784000;525000;SG-01;Eletronicos;VND-006;Fernanda Lima;3;G$;VENDAS
04/02/2026;PED-00186;Varejo;CLI-009;Iota Distribuicoes;PROD-005;Smartphone 128GB;4;792000;466667;SG-01;Eletronicos;VND-006;Fernanda Lima;3;G$;VENDAS
04/02/2026;PED-00186;Varejo;CLI-009;Iota Distribuicoes;PROD-008;Smart TV 50 pol;1;264000;175000;SG-01;Eletronicos;VND-006;Fernanda Lima;3;G$;VENDAS
31/08/2025;PED-00187;Varejo;CLI-026;Gama Delta SA;PROD-028;Macarrao Espaguete;10;80,00;40,00;SG-07;Alimentos;VND-003;Carlos Santos;1;R$;VENDAS
17/06/2025;PED-00188;Varejo;CLI-016;Pi Distribuidora;PROD-032;Cerveja Long Neck cx12;9;146,88;75,60;SG-08;Bebidas;VND-005;Pedro Alves;2;US$;VENDAS
17/06/2025;PED-00188;Varejo;CLI-016;Pi Distribuidora;PROD-028;Macarrao Espaguete;10;16,00;8,00;SG-07;Alimentos;VND-005;Pedro Alves;2;US$;VENDAS
17/06/2025;PED-00188;Varejo;CLI-016;Pi Distribuidora;PROD-025;Arroz Integral 5kg;2;11,42;6,40;SG-07;Alimentos;VND-005;Pedro Alves;2;US$;VENDAS
17/06/2025;PED-00188;Varejo;CLI-016;Pi Distribuidora;PROD-017;Camiseta Polo;3;52,33;25,20;SG-05;Vestuario;VND-005;Pedro Alves;2;US$;VENDAS
10/05/2026;PED-00189;Atacado;CLI-011;Lambda Suprimentos;PROD-030;Agua Mineral cx24;3;5665;2750;SG-08;Bebidas;VND-006;Fernanda Lima;3;G$;VENDAS
10/05/2026;PED-00189;Atacado;CLI-011;Lambda Suprimentos;PROD-010;Micro-ondas 30L;2;120133;70000;SG-03;Eletrodomesticos;VND-006;Fernanda Lima;3;G$;VENDAS
10/05/2026;PED-00189;Atacado;CLI-011;Lambda Suprimentos;PROD-023;Sandalia Feminina;5;76500;37500;SG-06;Calcados;VND-006;Fernanda Lima;3;G$;VENDAS
10/05/2026;PED-00189;Atacado;CLI-011;Lambda Suprimentos;PROD-032;Cerveja Long Neck cx12;5;34354;17500;SG-08;Bebidas;VND-006;Fernanda Lima;3;G$;VENDAS
18/11/2025;PED-00190;Atacado;CLI-016;Pi Distribuidora;PROD-003;Teclado Mecanico;8;245733;140000;SG-02;Informatica;VND-001;Joao Silva;3;G$;VENDAS
18/12/2025;PED-00191;Atacado;CLI-027;Epsilon Zeta ME;PROD-014;Mesa de Jantar;1;367,20;220,00;SG-04;Moveis e Decoracao;VND-008;Juliana Mendes;2;US$;VENDAS
22/12/2025;PED-00192;Varejo;CLI-028;Eta Teta Comercio;PROD-031;Refrigerante 2L;6;22,25;10,80;SG-08;Bebidas;VND-001;Joao Silva;2;US$;VENDAS
05/09/2025;PED-00193;Varejo;CLI-023;Psi Suprimentos;PROD-008;Smart TV 50 pol;10;33280,00;21000,00;SG-01;Eletronicos;VND-007;Ricardo Souza;1;R$;VENDAS
05/09/2025;PED-00193;Varejo;CLI-023;Psi Suprimentos;PROD-004;Mouse Sem Fio;10;1308,00;650,00;SG-02;Informatica;VND-007;Ricardo Souza;1;R$;VENDAS
05/09/2025;PED-00193;Varejo;CLI-023;Psi Suprimentos;PROD-027;Azeite Extra Virgem;3;134,82;66,00;SG-07;Alimentos;VND-007;Ricardo Souza;1;R$;VENDAS
16/03/2026;PED-00194;Varejo;CLI-002;Distribuidora Beta S.A.;PROD-007;Tablet 10 pol;3;5616,00;3300,00;SG-01;Eletronicos;VND-007;Ricardo Souza;1;R$;VENDAS
16/03/2026;PED-00194;Varejo;CLI-002;Distribuidora Beta S.A.;PROD-007;Tablet 10 pol;4;7920,00;4400,00;SG-01;Eletronicos;VND-007;Ricardo Souza;1;R$;VENDAS
19/02/2026;PED-00195;Varejo;CLI-026;Gama Delta SA;PROD-004;Mouse Sem Fio;5;127,20;65,00;SG-02;Informatica;VND-004;Ana Costa;2;US$;VENDAS
22/07/2025;PED-00196;Atacado;CLI-028;Eta Teta Comercio;PROD-002;Monitor 27 pol;1;256,80;150,00;SG-02;Informatica;VND-008;Juliana Mendes;2;US$;VENDAS
22/07/2025;PED-00196;Atacado;CLI-028;Eta Teta Comercio;PROD-012;Ventilador Torre;9;593,28;333,00;SG-03;Eletrodomesticos;VND-008;Juliana Mendes;2;US$;VENDAS
03/07/2025;PED-00197;Varejo;CLI-021;Phi Varejo ME;PROD-029;Suco de Laranja 1L;9;132,30;63,00;SG-08;Bebidas;VND-005;Pedro Alves;1;R$;VENDAS
13/09/2025;PED-00198;Atacado;CLI-021;Phi Varejo ME;PROD-006;Fone Bluetooth;4;159000;86667;SG-01;Eletronicos;VND-004;Ana Costa;3;G$;VENDAS
13/09/2025;PED-00198;Atacado;CLI-021;Phi Varejo ME;PROD-012;Ventilador Torre;6;171200;92500;SG-03;Eletrodomesticos;VND-004;Ana Costa;3;G$;VENDAS
13/09/2025;PED-00198;Atacado;CLI-021;Phi Varejo ME;PROD-011;Cafeteira Eletrica;5;116667;66667;SG-03;Eletrodomesticos;VND-004;Ana Costa;3;G$;VENDAS
13/09/2025;PED-00198;Atacado;CLI-021;Phi Varejo ME;PROD-009;Geladeira Frost Free;2;614333;416667;SG-03;Eletrodomesticos;VND-004;Ana Costa;3;G$;VENDAS
20/04/2026;PED-00199;Varejo;CLI-019;Tau Comercio Ltda;PROD-003;Teclado Mecanico;2;148,96;84,00;SG-02;Informatica;VND-006;Fernanda Lima;2;US$;VENDAS
20/04/2026;PED-00199;Varejo;CLI-019;Tau Comercio Ltda;PROD-021;Tenis Esportivo;7;411,60;217,00;SG-06;Calcados;VND-006;Fernanda Lima;2;US$;VENDAS
20/04/2026;PED-00199;Varejo;CLI-019;Tau Comercio Ltda;PROD-018;Calca Jeans;7;230,72;112,00;SG-05;Vestuario;VND-006;Fernanda Lima;2;US$;VENDAS
23/12/2025;PED-00200;Varejo;CLI-018;Sigma Logistica;PROD-026;Feijao Carioca 1kg;10;132,00;60,00;SG-07;Alimentos;VND-004;Ana Costa;1;R$;VENDAS
23/12/2025;PED-00200;Varejo;CLI-018;Sigma Logistica;PROD-009;Geladeira Frost Free;1;3952,00;2500,00;SG-03;Eletrodomesticos;VND-004;Ana Costa;1;R$;VENDAS
23/12/2025;PED-00200;Varejo;CLI-018;Sigma Logistica;PROD-017;Camiseta Polo;5;476,15;210,00;SG-05;Vestuario;VND-004;Ana Costa;1;R$;VENDAS
23/12/2025;PED-00200;Varejo;CLI-018;Sigma Logistica;PROD-027;Azeite Extra Virgem;8;352,80;176,00;SG-07;Alimentos;VND-004;Ana Costa;1;R$;VENDAS
15/10/2025;PED-00201;Atacado;CLI-010;Kappa Logistica;PROD-005;Smartphone 128GB;7;3141,60;1960,00;SG-01;Eletronicos;VND-007;Ricardo Souza;2;US$;VENDAS
10/04/2026;PED-00202;Atacado;CLI-030;Lambda Mu SA;PROD-009;Geladeira Frost Free;10;38380,00;25000,00;SG-03;Eletrodomesticos;VND-002;Maria Oliveira;1;R$;VENDAS
15/04/2026;PED-00203;Atacado;CLI-008;Theta Importacoes;PROD-003;Teclado Mecanico;9;310650;157500;SG-02;Informatica;VND-001;Joao Silva;3;G$;VENDAS
19/09/2025;PED-00204;Varejo;CLI-010;Kappa Logistica;PROD-020;Jaqueta de Couro;7;885,08;434,00;SG-05;Vestuario;VND-003;Carlos Santos;2;US$;VENDAS
19/09/2025;PED-00204;Varejo;CLI-010;Kappa Logistica;PROD-026;Feijao Carioca 1kg;4;10,46;4,80;SG-07;Alimentos;VND-003;Carlos Santos;2;US$;VENDAS
11/01/2026;PED-00205;Atacado;CLI-008;Theta Importacoes;PROD-031;Refrigerante 2L;6;118,80;54,00;SG-08;Bebidas;VND-004;Ana Costa;1;R$;VENDAS
11/01/2026;PED-00205;Atacado;CLI-008;Theta Importacoes;PROD-001;Notebook Pro 15;9;26964,00;17100,00;SG-02;Informatica;VND-004;Ana Costa;1;R$;VENDAS
11/01/2026;PED-00205;Atacado;CLI-008;Theta Importacoes;PROD-007;Tablet 10 pol;7;12600,00;7700,00;SG-01;Eletronicos;VND-004;Ana Costa;1;R$;VENDAS
11/01/2026;PED-00205;Atacado;CLI-008;Theta Importacoes;PROD-025;Arroz Integral 5kg;6;173,04;96,00;SG-07;Alimentos;VND-004;Ana Costa;1;R$;VENDAS
16/11/2025;PED-00206;Atacado;CLI-001;Empresa Alpha Ltda;PROD-014;Mesa de Jantar;2;748,80;440,00;SG-04;Moveis e Decoracao;VND-007;Ricardo Souza;2;US$;VENDAS
16/11/2025;PED-00206;Atacado;CLI-001;Empresa Alpha Ltda;PROD-022;Sapato Social;3;199,68;105,00;SG-06;Calcados;VND-007;Ricardo Souza;2;US$;VENDAS
16/11/2025;PED-00206;Atacado;CLI-001;Empresa Alpha Ltda;PROD-031;Refrigerante 2L;6;22,25;10,80;SG-08;Bebidas;VND-007;Ricardo Souza;2;US$;VENDAS
16/11/2025;PED-00206;Atacado;CLI-001;Empresa Alpha Ltda;PROD-031;Refrigerante 2L;1;3,42;1,80;SG-08;Bebidas;VND-007;Ricardo Souza;2;US$;VENDAS
19/06/2025;PED-00207;Varejo;CLI-021;Phi Varejo ME;PROD-027;Azeite Extra Virgem;6;21630;11000;SG-07;Alimentos;VND-008;Juliana Mendes;3;G$;VENDAS
19/06/2025;PED-00207;Varejo;CLI-021;Phi Varejo ME;PROD-018;Calca Jeans;6;80800;40000;SG-05;Vestuario;VND-008;Juliana Mendes;3;G$;VENDAS
19/06/2025;PED-00207;Varejo;CLI-021;Phi Varejo ME;PROD-009;Geladeira Frost Free;8;2685333;1666667;SG-03;Eletrodomesticos;VND-008;Juliana Mendes;3;G$;VENDAS
20/08/2025;PED-00208;Atacado;CLI-030;Lambda Mu SA;PROD-016;Poltrona Conforto;10;13200,00;7200,00;SG-04;Moveis e Decoracao;VND-003;Carlos Santos;1;R$;VENDAS
06/08/2025;PED-00209;Varejo;CLI-024;Omega Comercio;PROD-028;Macarrao Espaguete;2;15,84;8,00;SG-07;Alimentos;VND-001;Joao Silva;1;R$;VENDAS
06/08/2025;PED-00209;Varejo;CLI-024;Omega Comercio;PROD-021;Tenis Esportivo;3;915,60;465,00;SG-06;Calcados;VND-001;Joao Silva;1;R$;VENDAS
06/08/2025;PED-00209;Varejo;CLI-024;Omega Comercio;PROD-001;Notebook Pro 15;10;29680,00;19000,00;SG-02;Informatica;VND-001;Joao Silva;1;R$;VENDAS
02/05/2026;PED-00210;Varejo;CLI-026;Gama Delta SA;PROD-007;Tablet 10 pol;8;15120,00;8800,00;SG-01;Eletronicos;VND-001;Joao Silva;1;R$;VENDAS
02/05/2026;PED-00210;Varejo;CLI-026;Gama Delta SA;PROD-006;Fone Bluetooth;3;1377,00;780,00;SG-01;Eletronicos;VND-001;Joao Silva;1;R$;VENDAS
02/05/2026;PED-00210;Varejo;CLI-026;Gama Delta SA;PROD-014;Mesa de Jantar;7;13860,00;7700,00;SG-04;Moveis e Decoracao;VND-001;Joao Silva;1;R$;VENDAS
12/09/2025;PED-00211;Atacado;CLI-005;Atacado Epsilon Ltda;PROD-021;Tenis Esportivo;9;207900;116250;SG-06;Calcados;VND-008;Juliana Mendes;3;G$;VENDAS
12/09/2025;PED-00211;Atacado;CLI-005;Atacado Epsilon Ltda;PROD-028;Macarrao Espaguete;5;3367;1667;SG-07;Alimentos;VND-008;Juliana Mendes;3;G$;VENDAS
18/07/2025;PED-00212;Atacado;CLI-019;Tau Comercio Ltda;PROD-022;Sapato Social;9;2764,80;1575,00;SG-06;Calcados;VND-001;Joao Silva;1;R$;VENDAS
18/07/2025;PED-00212;Atacado;CLI-019;Tau Comercio Ltda;PROD-029;Suco de Laranja 1L;7;112,35;49,00;SG-08;Bebidas;VND-001;Joao Silva;1;R$;VENDAS
18/07/2025;PED-00212;Atacado;CLI-019;Tau Comercio Ltda;PROD-032;Cerveja Long Neck cx12;9;803,25;378,00;SG-08;Bebidas;VND-001;Joao Silva;1;R$;VENDAS
18/07/2025;PED-00212;Atacado;CLI-019;Tau Comercio Ltda;PROD-022;Sapato Social;2;627,20;350,00;SG-06;Calcados;VND-001;Joao Silva;1;R$;VENDAS
21/10/2025;PED-00213;Varejo;CLI-025;Alpha Beta Ltda;PROD-016;Poltrona Conforto;9;972000;540000;SG-04;Moveis e Decoracao;VND-007;Ricardo Souza;3;G$;VENDAS
21/10/2025;PED-00213;Varejo;CLI-025;Alpha Beta Ltda;PROD-001;Notebook Pro 15;8;2053333;1266667;SG-02;Informatica;VND-007;Ricardo Souza;3;G$;VENDAS
21/10/2025;PED-00213;Varejo;CLI-025;Alpha Beta Ltda;PROD-006;Fone Bluetooth;6;216000;130000;SG-01;Eletronicos;VND-007;Ricardo Souza;3;G$;VENDAS
10/02/2026;PED-00214;Atacado;CLI-015;Omicron Atacado;PROD-029;Suco de Laranja 1L;10;32,10;14,00;SG-08;Bebidas;VND-003;Carlos Santos;2;US$;VENDAS
10/02/2026;PED-00214;Atacado;CLI-015;Omicron Atacado;PROD-006;Fone Bluetooth;8;748,80;416,00;SG-01;Eletronicos;VND-003;Carlos Santos;2;US$;VENDAS
